building_addr,purpose
서울특별시 강남구 역삼동 817-16,제2종근린생활시설
서울특별시 강남구 역삼동 817-20,단독주택
서울특별시 강남구 역삼동 817-29,제2종근린생활시설
서울특별시 강남구 역삼동 827-32,단독주택
서울특별시 강남구 역삼동 827-33,단독주택
서울특별시 강남구 역삼동 827-36,단독주택
서울특별시 강남구 역삼동 827-38,단독주택
서울특별시 강남구 역삼동 827-39,단독주택
서울특별시 강남구 역삼동 827-51,단독주택
서울특별시 강남구 역삼동 827-54,단독주택
서울특별시 강남구 역삼동 827-55,단독주택
서울특별시 강남구 역삼동 827-56,단독주택
서울특별시 강남구 역삼동 827-57,단독주택
서울특별시 강남구 역삼동 827-60,단독주택
서울특별시 강남구 역삼동 827-74,단독주택
서울특별시 강남구 역삼동 827-8,단독주택
서울특별시 강남구 역삼동 827-81,단독주택
서울특별시 강남구 역삼동 828-14,단독주택
서울특별시 강남구 역삼동 828-15,단독주택
서울특별시 강남구 역삼동 828-33,단독주택
서울특별시 강남구 역삼동 828-37,단독주택
서울특별시 강남구 역삼동 828-43,단독주택
서울특별시 강남구 역삼동 828-45 (주건축물제1동),단독주택
서울특별시 강남구 역삼동 828-50,단독주택
서울특별시 강남구 역삼동 828-54,단독주택
서울특별시 강남구 역삼동 830-10,단독주택
서울특별시 강남구 역삼동 830-15,단독주택
서울특별시 강남구 역삼동 830-16,단독주택
서울특별시 강남구 역삼동 830-18,단독주택
서울특별시 강남구 역삼동 830-20,단독주택
서울특별시 강남구 역삼동 830-21,단독주택
서울특별시 강남구 역삼동 830-33,단독주택
서울특별시 강남구 역삼동 830-34,단독주택
서울특별시 강남구 역삼동 830-4,단독주택
서울특별시 강남구 역삼동 830-50,단독주택
서울특별시 강남구 역삼동 830-56,단독주택
서울특별시 강남구 역삼동 830-58,단독주택
서울특별시 강남구 역삼동 830-60,단독주택
서울특별시 강남구 역삼동 830-62,단독주택
서울특별시 강남구 역삼동 830-64,단독주택
서울특별시 강남구 역삼동 830-65,단독주택
서울특별시 강남구 역삼동 832-56,제2종근린생활시설
서울특별시 강남구 역삼동 834-104,단독주택
서울특별시 강남구 역삼동 834-108 미림빌,단독주택
서울특별시 강남구 역삼동 834-110,단독주택
서울특별시 강남구 역삼동 834-111,단독주택
서울특별시 강남구 역삼동 834-12,단독주택
서울특별시 강남구 역삼동 834-15,단독주택
서울특별시 강남구 역삼동 834-17,단독주택
서울특별시 강남구 역삼동 834-21,단독주택
서울특별시 강남구 역삼동 834-24,단독주택
서울특별시 강남구 역삼동 834-41,단독주택
서울특별시 강남구 역삼동 834-49,단독주택
서울특별시 강남구 역삼동 834-50,제1종근린생활시설
서울특별시 강남구 역삼동 834-51,단독주택
서울특별시 강남구 역삼동 834-55,단독주택
서울특별시 강남구 역삼동 834-59,단독주택
서울특별시 강남구 역삼동 834-60,단독주택
서울특별시 강남구 역삼동 834-72,단독주택
서울특별시 강남구 역삼동 834-73,단독주택
서울특별시 강남구 역삼동 834-75,단독주택
서울특별시 강남구 역삼동 835-15,단독주택
서울특별시 강남구 역삼동 835-8,단독주택
서울특별시 강남구 역삼동 835-9,단독주택
서울특별시 강남구 역삼동 836-10,단독주택
서울특별시 강남구 역삼동 836-13,단독주택
서울특별시 강남구 역삼동 836-14,단독주택
서울특별시 강남구 역삼동 836-15,제2종근린생활시설
서울특별시 강남구 역삼동 836-18,단독주택
서울특별시 강남구 역삼동 836-19,단독주택
서울특별시 강남구 역삼동 836-2,단독주택
서울특별시 강남구 역삼동 836-20,단독주택
서울특별시 강남구 역삼동 836-27,단독주택
서울특별시 강남구 역삼동 836-28,단독주택
서울특별시 강남구 역삼동 836-3,단독주택
서울특별시 강남구 역삼동 836-31,단독주택
서울특별시 강남구 역삼동 836-32 준경빌라,단독주택
서울특별시 강남구 역삼동 836-33,단독주택
서울특별시 강남구 역삼동 836-34,단독주택
서울특별시 강남구 역삼동 836-38,단독주택
서울특별시 강남구 역삼동 836-39,단독주택
서울특별시 강남구 역삼동 836-40,단독주택
서울특별시 강남구 역삼동 836-42,단독주택
서울특별시 강남구 역삼동 836-43,단독주택
서울특별시 강남구 역삼동 836-44,단독주택
서울특별시 강남구 역삼동 836-46,단독주택
서울특별시 강남구 역삼동 836-47,단독주택
서울특별시 강남구 역삼동 836-66,제2종근린생활시설
서울특별시 강남구 역삼동 836-74,단독주택
서울특별시 강남구 역삼동 839-2 모두빌딩,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0,단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (주건축물제1동),단독주택
서울특별시 강남구 율현동 0 (황우재),단독주택
서울특별시 강남구 율현동 0 cozy house(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 가우디움,단독주택
"서울특별시 강남구 율현동 0 강남구 밤고개로27길, 7-25 오즈빌(주건축물제1동)",단독주택
서울특별시 강남구 율현동 0 누리 하우스(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 다온재(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 마리아하우스(마리아하우스),단독주택
서울특별시 강남구 율현동 0 서울특별시 강남구 세곡 2지구 단독용지 8-51블록 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 세곡 7-46 다가구주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 세곡 7-7 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 세곡2공공주택지구 7- 48 다가구주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 세곡2공공주택지구 8블록 18로트 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 세곡2지구 7블럭 45 단독주택 (이영수)(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 세곡2지구 8블록 34로트 단독주택,단독주택
서울특별시 강남구 율현동 0 세곡2지구 8블록 37로트 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 세곡동 3가구주택(세곡하우스)(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 세곡지구 목조주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 오수당,단독주택
서울특별시 강남구 율현동 0 율현동 220-3 단독주택 (이동현)(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 율현동 223 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 율현동 226-1 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 율현동 284 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 율현동 7-23 단독주택 (7블록23로트)(주건축물제1동),단독주택
"서울특별시 강남구 율현동 0 율현동 강남구세곡2지구, 단독주택용지 8-59호 단독주택 (이화균)(주건축물제1동)",단독주택
서울특별시 강남구 율현동 0 율현동 다가구주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 율현동 보금자리주택 8 10 단독(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 율현동 서울 세곡2지구 8-12 단독주택 (한은영)(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 율현동 세곡2지구 7 20 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 율현동 세곡2지구 단독7 블록 29 로트 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 체스넛힐,단독주택
서울특별시 강남구 율현동 0 프라비아(주건축물제1동),단독주택
서울특별시 강남구 율현동 0 해민하우스(주건축물제1동),단독주택
서울특별시 강남구 율현동 0-1 (훈하우스),단독주택
서울특별시 강남구 율현동 192-13 힐하우스,단독주택
서울특별시 강남구 율현동 192-25,단독주택
서울특별시 강남구 율현동 194-1,단독주택
서울특별시 강남구 율현동 194-1,단독주택
서울특별시 강남구 율현동 194-1,단독주택
서울특별시 강남구 율현동 194-10,단독주택
서울특별시 강남구 율현동 194-13,단독주택
서울특별시 강남구 율현동 194-5,단독주택
서울특별시 강남구 율현동 194-7 (가동),단독주택
서울특별시 강남구 율현동 194-8,단독주택
서울특별시 강남구 율현동 195,단독주택
서울특별시 강남구 율현동 195,단독주택
서울특별시 강남구 율현동 195,단독주택
서울특별시 강남구 율현동 195,단독주택
서울특별시 강남구 율현동 195-14,단독주택
서울특별시 강남구 율현동 196,단독주택
서울특별시 강남구 율현동 196,단독주택
서울특별시 강남구 율현동 196,단독주택
서울특별시 강남구 율현동 196-10,단독주택
서울특별시 강남구 율현동 196-13,단독주택
서울특별시 강남구 율현동 196-15,단독주택
서울특별시 강남구 율현동 196-19,단독주택
서울특별시 강남구 율현동 196-20,단독주택
서울특별시 강남구 율현동 196-21,단독주택
서울특별시 강남구 율현동 196-28,단독주택
서울특별시 강남구 율현동 196-29,단독주택
서울특별시 강남구 율현동 196-31,단독주택
서울특별시 강남구 율현동 196-33,단독주택
서울특별시 강남구 율현동 196-35,단독주택
서울특별시 강남구 율현동 196-36,단독주택
서울특별시 강남구 율현동 196-38,단독주택
서울특별시 강남구 율현동 196-40,제1종근린생활시설
서울특별시 강남구 율현동 196-44 율현동 196-44 다가구주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 196-47,단독주택
서울특별시 강남구 율현동 196-51,단독주택
서울특별시 강남구 율현동 196-52,단독주택
서울특별시 강남구 율현동 196-53 율현동 196-53 다가구주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 196-59,단독주택
서울특별시 강남구 율현동 196-71 (주건축물제1동),단독주택
서울특별시 강남구 율현동 196-72,제1종근린생활시설
서울특별시 강남구 율현동 196-79,단독주택
서울특별시 강남구 율현동 196-82,단독주택
서울특별시 강남구 율현동 196-84,단독주택
서울특별시 강남구 율현동 196-85,단독주택
서울특별시 강남구 율현동 196-9,단독주택
서울특별시 강남구 율현동 197-2,단독주택
서울특별시 강남구 율현동 197-5,단독주택
서울특별시 강남구 율현동 200,단독주택
서울특별시 강남구 율현동 200,단독주택
서울특별시 강남구 율현동 200,단독주택
서울특별시 강남구 율현동 201-13,단독주택
서울특별시 강남구 율현동 201-2,단독주택
서울특별시 강남구 율현동 201-24 율현동 201-24 단독주택,단독주택
서울특별시 강남구 율현동 201-35,단독주택
서울특별시 강남구 율현동 201-38 (방죽2마을 52호),단독주택
서울특별시 강남구 율현동 201-7 (주건축물제1동),단독주택
서울특별시 강남구 율현동 220-4,단독주택
서울특별시 강남구 율현동 251-10 (방죽1마을 4호),단독주택
서울특별시 강남구 율현동 251-13,단독주택
서울특별시 강남구 율현동 251-4 (방죽1마을 3호),단독주택
서울특별시 강남구 율현동 251-5 (방죽1마을 2호),단독주택
서울특별시 강남구 율현동 251-9 (방죽1마을 5호),단독주택
서울특별시 강남구 율현동 252,단독주택
서울특별시 강남구 율현동 252-4 (방죽마을 7호),단독주택
서울특별시 강남구 율현동 252-5 (방죽1마을 8호),단독주택
서울특별시 강남구 율현동 252-6,단독주택
서울특별시 강남구 율현동 252-9,단독주택
서울특별시 강남구 율현동 263 청춘재(靑春齋),단독주택
서울특별시 강남구 율현동 296-10,단독주택
서울특별시 강남구 율현동 296-11 (방죽1마을 48호),단독주택
서울특별시 강남구 율현동 296-12 (방죽1마을 49호),단독주택
서울특별시 강남구 율현동 296-13 율현동 296-13 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 296-2,단독주택
서울특별시 강남구 율현동 296-3 (1동),단독주택
서울특별시 강남구 율현동 296-4 (방죽1마을 43호),단독주택
서울특별시 강남구 율현동 296-5 (방죽1마을 44호),단독주택
서울특별시 강남구 율현동 296-6 (방죽1마을 45호),단독주택
서울특별시 강남구 율현동 296-9 (방죽1마을 46호),단독주택
서울특별시 강남구 율현동 298,단독주택
서울특별시 강남구 율현동 298-10,단독주택
서울특별시 강남구 율현동 298-11,단독주택
서울특별시 강남구 율현동 298-12 (방죽1마을 30호),단독주택
서울특별시 강남구 율현동 298-13 (방죽1마을 31호),제1종근린생활시설
서울특별시 강남구 율현동 298-14,단독주택
서울특별시 강남구 율현동 298-8 (방죽1마을 26호),단독주택
서울특별시 강남구 율현동 298-9 (방죽1마을 27호),단독주택
서울특별시 강남구 율현동 299-11 (방죽1마을 15호),단독주택
서울특별시 강남구 율현동 299-13,단독주택
서울특별시 강남구 율현동 299-5,단독주택
서울특별시 강남구 율현동 299-8 방죽1마을 12호(1동),단독주택
서울특별시 강남구 율현동 300 방죽1마을21호,단독주택
서울특별시 강남구 율현동 300-10 (방죽1마을 25호),단독주택
서울특별시 강남구 율현동 300-11 (방죽1마을 24호),단독주택
서울특별시 강남구 율현동 300-13,단독주택
서울특별시 강남구 율현동 300-14,단독주택
서울특별시 강남구 율현동 300-15 (방죽1마을 34호),단독주택
서울특별시 강남구 율현동 300-16 (방죽1마을 33호),단독주택
서울특별시 강남구 율현동 300-19 (주건축물제1동),단독주택
서울특별시 강남구 율현동 300-20 (방죽1마을 37호),단독주택
서울특별시 강남구 율현동 300-21 (방죽1마을 38호),단독주택
서울특별시 강남구 율현동 300-22,단독주택
서울특별시 강남구 율현동 300-24,단독주택
서울특별시 강남구 율현동 300-3,단독주택
서울특별시 강남구 율현동 300-37 율현동 300-37 단독주택,단독주택
서울특별시 강남구 율현동 300-39 (방죽1마을 55호),단독주택
서울특별시 강남구 율현동 300-4,단독주택
서울특별시 강남구 율현동 300-40,단독주택
서울특별시 강남구 율현동 300-41,단독주택
서울특별시 강남구 율현동 300-42,단독주택
서울특별시 강남구 율현동 300-44,단독주택
서울특별시 강남구 율현동 300-5,단독주택
서울특별시 강남구 율현동 300-56,단독주택
서울특별시 강남구 율현동 300-76,단독주택
서울특별시 강남구 율현동 300-79,단독주택
서울특별시 강남구 율현동 300-8 (방죽1마을 16호),단독주택
서울특별시 강남구 율현동 300-80,단독주택
서울특별시 강남구 율현동 300-82 (방죽1마을 85호),단독주택
서울특별시 강남구 율현동 300-9 (방죽1마을 17호),단독주택
서울특별시 강남구 율현동 302,단독주택
서울특별시 강남구 율현동 302-3,단독주택
서울특별시 강남구 율현동 303-2 율현주택(율현주택),단독주택
서울특별시 강남구 율현동 306-5,단독주택
서울특별시 강남구 율현동 307-2 (방죽1마을 75호),단독주택
서울특별시 강남구 율현동 308-10,단독주택
서울특별시 강남구 율현동 308-11 (방죽1마을 67호),단독주택
서울특별시 강남구 율현동 308-12,단독주택
서울특별시 강남구 율현동 308-22,단독주택
서울특별시 강남구 율현동 308-23,단독주택
서울특별시 강남구 율현동 308-27 (방죽1마을 78호),단독주택
서울특별시 강남구 율현동 309-11 율현동 309-11 단독주택 (최현)(주건축물제1동),단독주택
서울특별시 강남구 율현동 309-12,단독주택
서울특별시 강남구 율현동 309-16 (방죽1마을 70호),단독주택
서울특별시 강남구 율현동 309-17,단독주택
서울특별시 강남구 율현동 309-2 율현동 단독주택(율현동 단독주택),단독주택
서울특별시 강남구 율현동 309-20,단독주택
서울특별시 강남구 율현동 309-21,단독주택
서울특별시 강남구 율현동 309-23 (방죽1마을 62호),단독주택
서울특별시 강남구 율현동 309-24 (방죽1마을 61호),단독주택
서울특별시 강남구 율현동 319-11,단독주택
서울특별시 강남구 율현동 319-13,단독주택
서울특별시 강남구 율현동 319-2 (방죽1마을 88호),단독주택
서울특별시 강남구 율현동 319-6,단독주택
서울특별시 강남구 율현동 319-7,단독주택
서울특별시 강남구 율현동 320-1,단독주택
서울특별시 강남구 율현동 320-10 (방죽1마을 93호),단독주택
서울특별시 강남구 율현동 320-11 (방죽1마을 92호),단독주택
서울특별시 강남구 율현동 320-12 (방죽1마을 91호),단독주택
서울특별시 강남구 율현동 320-19 (방죽1마을 82호),단독주택
서울특별시 강남구 율현동 320-20 (방죽1마을 87호),단독주택
서울특별시 강남구 율현동 321,단독주택
서울특별시 강남구 율현동 321-14,단독주택
서울특별시 강남구 율현동 321-18,단독주택
서울특별시 강남구 율현동 321-4,단독주택
서울특별시 강남구 율현동 322-14,단독주택
서울특별시 강남구 율현동 322-15,단독주택
서울특별시 강남구 율현동 322-7 율현동주택(율현동주택),단독주택
서울특별시 강남구 율현동 322-8 (방죽1마을 96호),단독주택
서울특별시 강남구 율현동 324-3,단독주택
서울특별시 강남구 율현동 325-15,단독주택
서울특별시 강남구 율현동 325-16,단독주택
서울특별시 강남구 율현동 325-17,단독주택
서울특별시 강남구 율현동 325-18,단독주택
서울특별시 강남구 율현동 325-20,단독주택
서울특별시 강남구 율현동 325-21,단독주택
서울특별시 강남구 율현동 325-24,단독주택
서울특별시 강남구 율현동 325-25,단독주택
서울특별시 강남구 율현동 325-26,단독주택
서울특별시 강남구 율현동 325-28,단독주택
서울특별시 강남구 율현동 325-7,단독주택
서울특별시 강남구 율현동 325-8,단독주택
서울특별시 강남구 율현동 328-2,단독주택
서울특별시 강남구 율현동 382 세곡 7-13 단독주택,단독주택
서울특별시 강남구 율현동 383,단독주택
서울특별시 강남구 율현동 395,단독주택
서울특별시 강남구 율현동 410,단독주택
서울특별시 강남구 율현동 421 율현동 세곡2공공주택지구 7블록 39로트 단독주택(주건축물제1동),단독주택
서울특별시 강남구 율현동 462 율현동 8-38,단독주택
서울특별시 강남구 율현동 473 파크뷰,단독주택
서울특별시 강남구 율현동 478,단독주택
서울특별시 강남구 율현동 500 블루힐,단독주택
서울특별시 강남구 율현동 506 파크빌,단독주택
서울특별시 강남구 일원동 130,단독주택
서울특별시 강남구 일원동 131,단독주택
서울특별시 강남구 일원동 131,단독주택
서울특별시 강남구 일원동 131,단독주택
서울특별시 강남구 일원동 131,단독주택
서울특별시 강남구 일원동 131-2,단독주택
서울특별시 강남구 일원동 132,단독주택
서울특별시 강남구 일원동 135,단독주택
서울특별시 강남구 일원동 135,단독주택
서울특별시 강남구 일원동 135,단독주택
서울특별시 강남구 일원동 135,단독주택
서울특별시 강남구 일원동 135,단독주택
서울특별시 강남구 일원동 135,단독주택
서울특별시 강남구 일원동 136,단독주택
서울특별시 강남구 일원동 136,단독주택
서울특별시 강남구 일원동 136,단독주택
서울특별시 강남구 일원동 136,단독주택
서울특별시 강남구 일원동 136,단독주택
서울특별시 강남구 일원동 136,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 137,단독주택
서울특별시 강남구 일원동 139,단독주택
서울특별시 강남구 일원동 149,단독주택
서울특별시 강남구 일원동 150,단독주택
서울특별시 강남구 일원동 173-1,단독주택
서울특별시 강남구 일원동 361-7,단독주택
서울특별시 강남구 일원동 434-2,단독주택
서울특별시 강남구 일원동 619-3,단독주택
서울특별시 강남구 일원동 620,단독주택
서울특별시 강남구 일원동 620-1,단독주택
서울특별시 강남구 일원동 620-11 일원동 620-11 단독주택 (김신현)(주건축물제1동),단독주택
서울특별시 강남구 일원동 620-13,단독주택
서울특별시 강남구 일원동 620-14,단독주택
서울특별시 강남구 일원동 620-15,단독주택
서울특별시 강남구 일원동 620-16,단독주택
서울특별시 강남구 일원동 620-3,단독주택
서울특별시 강남구 일원동 620-4,단독주택
서울특별시 강남구 일원동 620-6,단독주택
서울특별시 강남구 일원동 620-7,단독주택
서울특별시 강남구 일원동 622-10,단독주택
서울특별시 강남구 일원동 622-11,단독주택
서울특별시 강남구 일원동 622-14,단독주택
서울특별시 강남구 일원동 622-15,단독주택
서울특별시 강남구 일원동 622-16,단독주택
서울특별시 강남구 일원동 622-17,단독주택
서울특별시 강남구 일원동 622-2,단독주택
서울특별시 강남구 일원동 622-3,단독주택
서울특별시 강남구 일원동 622-4,단독주택
서울특별시 강남구 일원동 622-5,단독주택
서울특별시 강남구 일원동 622-6,단독주택
서울특별시 강남구 일원동 622-7,단독주택
서울특별시 강남구 일원동 622-9,단독주택
서울특별시 강남구 일원동 623-11,단독주택
서울특별시 강남구 일원동 623-13,단독주택
서울특별시 강남구 일원동 623-15,단독주택
서울특별시 강남구 일원동 623-16,단독주택
서울특별시 강남구 일원동 623-17,단독주택
서울특별시 강남구 일원동 623-18,단독주택
서울특별시 강남구 일원동 623-19,단독주택
서울특별시 강남구 일원동 623-2,단독주택
서울특별시 강남구 일원동 623-3,단독주택
서울특별시 강남구 일원동 623-4,단독주택
서울특별시 강남구 일원동 623-5,단독주택
서울특별시 강남구 일원동 623-7,단독주택
서울특별시 강남구 일원동 623-9,단독주택
서울특별시 강남구 일원동 625,단독주택
서울특별시 강남구 일원동 625-11,단독주택
서울특별시 강남구 일원동 625-16,단독주택
서울특별시 강남구 일원동 625-19,단독주택
서울특별시 강남구 일원동 625-20,단독주택
서울특별시 강남구 일원동 625-21,단독주택
서울특별시 강남구 일원동 625-22,단독주택
서울특별시 강남구 일원동 625-23,단독주택
서울특별시 강남구 일원동 625-24,단독주택
서울특별시 강남구 일원동 625-26,단독주택
서울특별시 강남구 일원동 625-28,단독주택
서울특별시 강남구 일원동 625-6,단독주택
서울특별시 강남구 일원동 625-7,단독주택
서울특별시 강남구 일원동 625-8,단독주택
서울특별시 강남구 일원동 627-11 옐로우하우스,단독주택
서울특별시 강남구 일원동 627-14,단독주택
서울특별시 강남구 일원동 627-5,단독주택
서울특별시 강남구 일원동 627-8,단독주택
서울특별시 강남구 일원동 627-9,단독주택
서울특별시 강남구 일원동 628,단독주택
서울특별시 강남구 일원동 628-3,단독주택
서울특별시 강남구 일원동 628-4,단독주택
서울특별시 강남구 일원동 628-9,단독주택
서울특별시 강남구 일원동 629-1,단독주택
서울특별시 강남구 일원동 629-10,단독주택
서울특별시 강남구 일원동 629-11,단독주택
서울특별시 강남구 일원동 629-12,단독주택
서울특별시 강남구 일원동 629-13,단독주택
서울특별시 강남구 일원동 629-14,단독주택
서울특별시 강남구 일원동 629-15,단독주택
서울특별시 강남구 일원동 629-16,단독주택
서울특별시 강남구 일원동 629-17,단독주택
서울특별시 강남구 일원동 629-19,단독주택
서울특별시 강남구 일원동 629-4,단독주택
서울특별시 강남구 일원동 629-7,단독주택
서울특별시 강남구 일원동 629-9,단독주택
서울특별시 강남구 일원동 630,단독주택
서울특별시 강남구 일원동 630-1,단독주택
서울특별시 강남구 일원동 630-11,단독주택
서울특별시 강남구 일원동 630-12,단독주택
서울특별시 강남구 일원동 630-2 (다가구용단독주택(3가구)),단독주택
서울특별시 강남구 일원동 630-3,단독주택
서울특별시 강남구 일원동 630-5,단독주택
서울특별시 강남구 일원동 630-6,단독주택
서울특별시 강남구 일원동 630-8,단독주택
서울특별시 강남구 일원동 631-11,단독주택
서울특별시 강남구 일원동 631-13,단독주택
서울특별시 강남구 일원동 631-4,단독주택
서울특별시 강남구 일원동 631-5,단독주택
서울특별시 강남구 일원동 631-6,단독주택
서울특별시 강남구 일원동 631-7,단독주택
서울특별시 강남구 일원동 632,단독주택
서울특별시 강남구 일원동 632-10,단독주택
서울특별시 강남구 일원동 632-12,단독주택
서울특별시 강남구 일원동 632-13,단독주택
서울특별시 강남구 일원동 632-2,단독주택
서울특별시 강남구 일원동 632-3,단독주택
서울특별시 강남구 일원동 632-4,단독주택
서울특별시 강남구 일원동 632-5,단독주택
서울특별시 강남구 일원동 632-7,단독주택
서울특별시 강남구 일원동 632-9,단독주택
서울특별시 강남구 일원동 633,단독주택
서울특별시 강남구 일원동 633-1,제2종근린생활시설
서울특별시 강남구 일원동 633-2,단독주택
서울특별시 강남구 일원동 633-5,단독주택
서울특별시 강남구 일원동 633-6,단독주택
서울특별시 강남구 일원동 633-8,단독주택
서울특별시 강남구 일원동 633-9,단독주택
서울특별시 강남구 일원동 634,단독주택
서울특별시 강남구 일원동 634-1,단독주택
서울특별시 강남구 일원동 634-3,단독주택
서울특별시 강남구 일원동 634-4,단독주택
서울특별시 강남구 일원동 634-5,단독주택
서울특별시 강남구 일원동 634-6,단독주택
서울특별시 강남구 일원동 634-7,단독주택
서울특별시 강남구 일원동 635,단독주택
서울특별시 강남구 일원동 635-1,단독주택
서울특별시 강남구 일원동 635-10,단독주택
서울특별시 강남구 일원동 635-11,단독주택
서울특별시 강남구 일원동 635-12,단독주택
서울특별시 강남구 일원동 635-13,단독주택
서울특별시 강남구 일원동 635-15,단독주택
서울특별시 강남구 일원동 635-16,단독주택
서울특별시 강남구 일원동 635-17,단독주택
서울특별시 강남구 일원동 635-18,단독주택
서울특별시 강남구 일원동 635-20,단독주택
서울특별시 강남구 일원동 635-3,단독주택
서울특별시 강남구 일원동 635-5,단독주택
서울특별시 강남구 일원동 635-6,단독주택
서울특별시 강남구 일원동 635-7,단독주택
서울특별시 강남구 일원동 636-10,단독주택
서울특별시 강남구 일원동 636-11,단독주택
서울특별시 강남구 일원동 636-13,단독주택
서울특별시 강남구 일원동 636-14,단독주택
서울특별시 강남구 일원동 636-16,단독주택
서울특별시 강남구 일원동 636-17,단독주택
서울특별시 강남구 일원동 636-3,단독주택
서울특별시 강남구 일원동 636-7,단독주택
서울특별시 강남구 일원동 636-9,제2종근린생활시설
서울특별시 강남구 일원동 637-1,단독주택
서울특별시 강남구 일원동 637-2,단독주택
서울특별시 강남구 일원동 637-3,단독주택
서울특별시 강남구 일원동 637-4,단독주택
서울특별시 강남구 일원동 637-5,단독주택
서울특별시 강남구 일원동 637-6,단독주택
